url,straat,huisnummer,postcode,plaats,wijk,Vraagprijs,Vraagprijs per m²,Status,Soort woonhuis,Soort bouw,Bouwjaar,Specifiek,Soort dak,Gebruiksoppervlakten,Wonen,Overige inpandige ruimte,Gebouwgebonden buitenruimte,Externe bergruimte,Perceel,Inhoud,Aantal kamers,Aantal badkamers,Badkamervoorzieningen,Aantal woonlagen,Voorzieningen,Energielabel,Isolatie,Verwarming,Warm water,Oppervlakte,Eigendomssituatie,Ligging,Tuin,Achtertuin,Ligging tuin,Schuur/berging,Soort parkeergelegenheid,Inwoners,Gezin met kinderen,Gem. vraagprijs / m²,Keurmerken,Cv-ketel,Soort garage,Capaciteit,Oorspronkelijke vraagprijs,Toegankelijkheid,Balkon/dakterras,Zijtuin,Patio/atrium,Servicekosten,Praktijkruimte,Voortuin,Verkoopdatum,Looptijd,Laatste vraagprijs,Bouwperiode,Koopmengvorm,Zonneterras,Prijs,Veilingdatum,Kantoorruimte,model_pred,is_train,error,abs_error
https://www.funda.nl/detail/koop/almere/huis-kolkgriend-59/43319595/,Kolkgriend,59.0,1356 BD,Almere,Kolkgriend en Oostgriend,395000.0,€ 3.465,Beschikbaar,"Eengezinswoning, tussenwoning",Bestaande bouw,1980,,Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,,114 m²,,3 m²,23 m²,151 m²,380 m³,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Bidet, douche, dubbele wastafel, toilet, en wastafelmeubel",3 woonlagen,Buitenzonwering,C,,Cv-ketel,Cv-ketel en elektrische boiler,151 m²,Volle eigendom,"Aan rustige weg, in bosrijke omgeving, in woonwijk en open ligging",Achtertuin en voortuin,"66 m² (11,00 meter diep en 6,00 meter breed)",Gelegen op het zuidoosten bereikbaar via achterom,Vrijstaande stenen berging,Openbaar parkeren,880.0,37%,€ 3.814,,"Gas gestookt combiketel uit 2023, eigendom",Carport,,,,Balkon aanwezig,,,,,,,,,,,,,,,408672.46012323204,True,-13672.460123232042,13672.460123232042
https://www.funda.nl/detail/koop/almere/huis-dionysusstraat-86/43231800/,Dionysusstraat,86.0,1363 TN,Almere,Homeruskwartier Midden,450000.0,€ 5.294,Onder bod,"Eengezinswoning, halfvrijstaande woning",Bestaande bouw,2019,,Plat dak bedekt met bitumineuze dakbedekking,,85 m²,,32 m²,,68 m²,305 m³,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Inloopdouche, ligbad, toilet, wastafel, en wastafelmeubel",2 woonlagen,"Mechanische ventilatie, natuurlijke ventilatie, schuifpui, TV kabel, en zonnepanelen",A+,Volledig geïsoleerd,Stadsverwarming en gedeeltelijke vloerverwarming,Stadsverwarming,68 m²,Volle eigendom,In woonwijk,Achtertuin,"21 m² (3,50 meter diep en 6,00 meter breed)",Gelegen op het zuidwesten,,Openbaar parkeren,2.625,44%,€ 4.691,,,,,,,,,,,,,,,,,,,,,,512943.6466750954,True,-62943.64667509543,62943.64667509543
https://www.funda.nl/detail/koop/almere/huis-frans-halsweg-5/43378164/,Frans Halsweg,5.0,1318 NW,Almere,Tussen de Vaarten N.- Oost,450000.0,€ 4.018,Beschikbaar,"Eengezinswoning, hoekwoning",Bestaande bouw,2000,Gedeeltelijk gestoffeerd,Lessenaardak,,112 m²,,,27 m²,205 m²,397 m³,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Douche, toilet, wastafel, en wastafelmeubel",2 woonlagen en een zolder,Elektra,A,"Dakisolatie, dubbel glas, HR-glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Stadsverwarming,Centrale voorziening,205 m²,Volle eigendom,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin","110 m² (11,00 meter diep en 10,00 meter breed)",Gelegen op het noordwesten bereikbaar via achterom,Vrijstaande houten berging,Op eigen terrein en openbaar parkeren,1.94,51%,€ 4.183,,,Parkeerplaats,,,,,,,,,,,,,,,,,,,469561.6497859333,True,-19561.649785933318,19561.649785933318
https://www.funda.nl/detail/koop/almere/huis-smaragdhof-21/43310641/,Smaragdhof,21.0,1339 HR,Almere,Regenboogbuurt Zuid,510000.0,€ 3.091,Beschikbaar,"Eengezinswoning, tussenwoning",Bestaande bouw,1997,Gedeeltelijk gestoffeerd,Lessenaardak,,165 m²,,,,253 m²,585 m³,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, toilet, en wastafel",2 woonlagen en een zolder,Elektra en verwarming,A,Dakisolatie,Cv-ketel,Cv-ketel,253 m²,Volle eigendom,Aan rustige weg en in woonwijk,Achtertuin en voortuin,"100 m² (10,50 meter diep en 9,50 meter breed)",Gelegen op het noordoosten,Inpandig,Op eigen terrein en openbaar parkeren,1.07,47%,€ 3.634,Energie Prestatie Advies,"Gas gestookt combiketel uit 2016, eigendom",,,,,,,,,,,,,,,,,,,,625959.6185157117,True,-115959.61851571174,115959.61851571174
https://www.funda.nl/detail/koop/almere/huis-de-vlet-tussenwoning-bouwnr-320/43155621/,De Vlet - Tussenwoning (Bouwnr. 320),,1349 NC,Almere,Oosterwold Zuid,379000.0,€ 6.649,Verkocht onder voorbehoud,"Eengezinswoning, tussenwoning",Nieuwbouw,2025,,Plat dak,,57 m²,,,4 m²,104 m²,270 m³,3 kamers (2 slaapkamers),1 badkamer,Douche en wastafel,2 woonlagen,Zonnepanelen,A++++,HR-glas en volledig geïsoleerd,Gehele vloerverwarming en warmtepomp,,104 m²,,"Aan rustige weg, in woonwijk, landelijk gelegen en vrij uitzicht",Achtertuin,,,Vrijstaande houten berging,Openbaar parkeren,3.53,40%,€ 5.670,,,,,,,,,,,,,,,,,,,,,,356475.32239472313,True,22524.67760527687,22524.67760527687
https://www.funda.nl/detail/koop/almere/huis-4-laagse-tussenwoning-bouwnr-18/43225046/,4-Laagse tussenwoning (Bouwnr. 18),,1362 LK,Almere,Olympiakwartier Oost (brt),595000.0,€ 4.648,Onder optie,"Eengezinswoning, tussenwoning",Nieuwbouw,Na 2020,,Plat dak,,128 m²,,,,,468 m³,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Douche, toilet, en wastafel",4 woonlagen,Elektra,A++,Geen isolatie,Stadsverwarming,Stadsverwarming,,,In woonwijk,Achtertuin,,,Vrijstaande houten berging,Openbaar parkeren,125.0,,,Woningborg Garantiecertificaat,,,,,,,,,,,,,,,,,,,,,582538.1337148505,True,12461.866285149474,12461.866285149474
https://www.funda.nl/detail/koop/almere/huis-john-fernhoutstraat-42/43242217/,John Fernhoutstraat,42.0,1325 PE,Almere,Filmwijk Midden,500000.0,€ 3.876,Beschikbaar,"Eengezinswoning, hoekwoning",Bestaande bouw,1995,,,,129 m²,,17 m²,9 m²,147 m²,456 m³,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Douche, toilet, en wastafelmeubel",3 woonlagen,Elektra,A,"Dakisolatie, dubbel glas, HR-glas, muurisolatie en vloerisolatie",Stadsverwarming,,147 m²,Volle eigendom,In woonwijk,Achtertuin en voortuin,"72 m² (12,00 meter diep en 6,00 meter breed)",Gelegen op het zuiden bereikbaar via achterom,Vrijstaande houten berging,,1.95,48%,€ 4.045,,,,,,,Dakterras aanwezig,,,,,,,,,,,,,,,522604.4238239872,True,-22604.423823987192,22604.423823987192
https://www.funda.nl/detail/koop/almere/huis-quickstepstraat-53/89753789/,Quickstepstraat,53.0,1326 PW,Almere,Danswijk Noordoost,439500.0,€ 3.822,Beschikbaar,"Eengezinswoning, tussenwoning",Bestaande bouw,1997,,Zadeldak,,115 m²,,20 m²,7 m²,138 m²,409 m³,5 kamers (4 slaapkamers),1 badkamer,"Ligbad, toilet, en wastafel",2 woonlagen en een zolder,Elektra,Niet beschikbaar,,Stadsverwarming,Stadsverwarming,138 m²,Volle eigendom,,Achtertuin en voortuin,,Gelegen op het zuidoosten,Vrijstaande houten berging,Openbaar parkeren,2.16,48%,€ 4.216,,,,,,,,,,,,"75 m² (0,15 meter diep en 0,05 meter breed)",,,,,,,,,,442410.9799095706,True,-2910.9799095705966,2910.9799095705966
https://www.funda.nl/detail/koop/almere/huis-esdoornplantsoen-116/89767209/,Esdoornplantsoen,116.0,1326 CA,Almere,Parkwijk Noordoost,575000.0,€ 4.078,Beschikbaar,"Eengezinswoning, 2-onder-1-kapwoning",Bestaande bouw,1995,Gestoffeerd,Zadeldak bedekt met pannen,,141 m²,16 m²,2 m²,7 m²,264 m²,535 m³,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Dubbele wastafel, inloopdouche, toilet, en wastafelmeubel",3 woonlagen,Elektra,A,Dubbel glas en volledig geïsoleerd,Stadsverwarming,Stadsverwarming,264 m²,Volle eigendom,Aan rustige weg en in woonwijk,Achtertuin en voortuin,"108 m² (12,00 meter diep en 9,00 meter breed)",Gelegen op het westen bereikbaar via achterom,Vrijstaande houten berging,Op eigen terrein en openbaar parkeren,1.875,47%,€ 3.881,,,Aangebouwde stenen garage,1 auto,,,,,,,,,,,,,,,,,,613033.7229237253,True,-38033.72292372526,38033.72292372526
https://www.funda.nl/detail/koop/almere/huis-james-stewartstraat-65/89630998/,James Stewartstraat,65.0,1325 JB,Almere,Filmwijk Bouwrai Zuid,585000.0,€ 4.062,Verkocht onder voorbehoud,"Eengezinswoning, hoekwoning",Bestaande bouw,1992,,Plat dak bedekt met bitumineuze dakbedekking,,144 m²,,31 m²,4 m²,256 m²,472 m³,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,"2 inloopdouches, 2 wastafelmeubels, en toilet",3 woonlagen,Elektra,A+,HR-glas en volledig geïsoleerd,Stadsverwarming,Stadsverwarming,256 m²,Volle eigendom,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,,,Vrijstaande houten berging,Betaald parkeren en op eigen terrein,1.535,30%,€ 4.162,,,,,,,Dakterras aanwezig en balkon aanwezig,,,,,,,,,,,,,,,594090.796969118,True,-9090.796969117946,9090.796969117946
https://www.funda.nl/detail/koop/almere/huis-tussenwoning-bouwnr-10/89679592/,Tussenwoning (Bouwnr. 10),,1361 BS,Almere,Duin Zuid,785000.0,€ 4.937,Beschikbaar,"Eengezinswoning, tussenwoning",Nieuwbouw,2026,,,,159 m²,,41 m²,5 m²,149 m²,413 m³,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,,3 woonlagen,Elektra,A++,,Stadsverwarming,,149 m²,,,,,,Aangebouwde houten berging,Op eigen terrein,2.055,30%,€ 5.624,,,,,,,,,,,,,,,,,,,,,,802194.3465336578,True,-17194.34653365775,17194.34653365775
https://www.funda.nl/detail/koop/almere/huis-trommelstraat-62/89426177/,Trommelstraat,62.0,1312 WH,Almere,Muziekwijk N.-Noordwest,450000.0,€ 4.206,Onder bod,"Eengezinswoning, tussenwoning",Bestaande bouw,1992,,,,107 m²,,15 m²,6 m²,125 m²,355 m³,5 kamers (4 slaapkamers),,,2 woonlagen,,A++,,,,125 m²,,,Achtertuin en voortuin,,,,,1.185,46%,€ 3.799,,,,,,,,,,,,,,,,,,,,,,468572.32850202324,True,-18572.328502023243,18572.328502023243
https://www.funda.nl/detail/koop/almere/huis-elvis-presleystraat-50/43300402/,Elvis Presleystraat,50.0,1311 HS,Almere,Muziekwijk N.-Zuidwest,465000.0,€ 3.750,Beschikbaar,"Eengezinswoning, tussenwoning",Bestaande bouw,1992,,Lessenaardak bedekt met pannen,,124 m²,,16 m²,11 m²,148 m²,440 m³,5 kamers (4 slaapkamers),2 badkamers,"Bidet, douche, 2 toiletten, wastafelmeubel, ligbad, en wastafel",3 woonlagen,Elektra,A,Geen isolatie,Stadsverwarming,Stadsverwarming,148 m²,Volle eigendom,Aan rustige weg en in woonwijk,Achtertuin en voortuin,"11,00 meter diep en 5,50 meter breed",Gelegen op het noordoosten bereikbaar via achterom,Vrijstaande houten berging,Openbaar parkeren,1.315,46%,€ 4.042,,,,,,,Dakterras aanwezig,,,,,,,,,,,,,,,463896.16535978875,True,1103.834640211251,1103.834640211251
https://www.funda.nl/detail/koop/almere/huis-3-laagse-tussenwoning-bouwnr-3/43225022/,3-Laagse tussenwoning (Bouwnr. 3),,1362 LK,Almere,Olympiakwartier Oost (brt),535000.0,€ 4.820,Verkocht onder voorbehoud,"Eengezinswoning, tussenwoning",Nieuwbouw,Na 2020,,Plat dak,,111 m²,,,,95 m²,403 m³,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Douche, toilet, en wastafel",3 woonlagen,Elektra,A+++,Geen isolatie,Stadsverwarming,Stadsverwarming,95 m²,,In woonwijk,Achtertuin,,,Vrijstaande houten berging,Openbaar parkeren,125.0,,,Woningborg Garantiecertificaat,,,,,,,,,,,,,,,,,,,,,539397.6332660245,False,-4397.633266024524,4397.633266024524
https://www.funda.nl/detail/koop/almere/huis-hoekwoning-type-a-bouwnr-10/43369205/,Hoekwoning Type A (Bouwnr. 10),,1325 VW,Almere,Laterna Magikapark,765000.0,€ 5.169,Beschikbaar,"Eengezinswoning, hoekwoning",Nieuwbouw,Na 2020,,,,148 m²,,,,204 m²,400 m³,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,Inloopdouche,3 woonlagen,,A++,,Stadsverwarming,Centrale voorziening,204 m²,,Aan park,,,,Vrijstaande houten berging,,20.0,,,,,Aangebouwde stenen garage,1 auto,,,,,,,,,,,,,,,,,,703406.4754452223,True,61593.52455477766,61593.52455477766
https://www.funda.nl/detail/koop/almere/huis-accordeonstraat-47/43232634/,Accordeonstraat,47.0,1312 HB,Almere,Muziekwijk N.-Oost,430000.0,€ 4.674,Onder bod,"Eengezinswoning, tussenwoning",Bestaande bouw,1990,,Plat dak bedekt met bitumineuze dakbedekking,,92 m²,,8 m²,7 m²,149 m²,327 m³,5 kamers (3 slaapkamers),1 badkamer,"Douche, toilet, en wastafelmeubel",2 woonlagen,Elektra,A,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Stadsverwarming,Stadsverwarming,149 m²,Volle eigendom,,Achtertuin en voortuin,"80 m² (15,00 meter diep en 5,30 meter breed)",Gelegen op het noordwesten bereikbaar via achterom,Aangebouwde stenen berging,,1.18,39%,,,,,,,,,,,,,,,,,,,,,,,369349.71983847814,True,60650.28016152186,60650.28016152186
https://www.funda.nl/detail/koop/almere/huis-veelzijdige-hoekwoning-bouwnr-23/89970581/,Veelzijdige hoekwoning (Bouwnr. 23),,1362 JG,Almere,Europakwartier Oost (brt),627175.0,€ 4.266,Verkocht onder voorbehoud,"Eengezinswoning, tussenwoning",Nieuwbouw,2024,,,,147 m²,,,,63 m²,558 m³,5 kamers (3 slaapkamers),,,3 woonlagen,,Niet beschikbaar,,,,63 m²,,,,,,,,2.27,44%,€ 4.829,,,,,,,,,,,,,,,,,,,,,,654675.1714974626,True,-27500.17149746255,27500.17149746255
https://www.funda.nl/detail/koop/almere/huis-kruidnagelstraat-1/89767512/,Kruidnagelstraat,1.0,1313 ET,Almere,Kruidenwijk Midden-west,425000.0,€ 5.060,Verkocht onder voorbehoud,"Eengezinswoning, hoekwoning",Bestaande bouw,1987,,,,84 m²,38 m²,,,168 m²,439 m³,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Douche, toilet, en wastafel",3 woonlagen,Elektra,B,,Stadsverwarming,Stadsverwarming,168 m²,Volle eigendom,Aan rustige weg en in woonwijk,Achtertuin en voortuin,"45 m² (9,00 meter diep en 5,00 meter breed)",Gelegen op het oosten bereikbaar via achterom,,Op eigen terrein en openbaar parkeren,1.345,37%,€ 4.082,,,Aangebouwde stenen garage,1 auto,,,,,,,,,,,,,,,,,,344338.16410336713,True,80661.83589663287,80661.83589663287
https://www.funda.nl/detail/koop/almere/huis-slufterplantsoen-79/43155876/,Slufterplantsoen,79.0,1316 KS,Almere,Waterwijk West,490000.0,€ 3.920,Beschikbaar,"Eengezinswoning, hoekwoning",Bestaande bouw,1985,Gedeeltelijk gestoffeerd,Zadeldak bedekt met pannen,,125 m²,,28 m²,18 m²,212 m²,440 m³,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Douche, ligbad, toilet, vloerverwarming, en wastafel",3 woonlagen,Elektra,A++,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Stadsverwarming en gedeeltelijke vloerverwarming,Stadsverwarming,212 m²,Volle eigendom,,"Achtertuin, voortuin en zijtuin","89 m² (11,75 meter diep en 7,60 meter breed)",Gelegen op het zuidwesten bereikbaar via achterom,Vrijstaande houten berging,Op eigen terrein en openbaar parkeren,1.62,42%,€ 3.779,Energie Prestatie Advies,,,,,,,,,,,,,,,,,,,,,490837.65155281697,True,-837.6515528169693,837.6515528169693
https://www.funda.nl/detail/koop/almere/huis-oeverwalhof-32/43322953/,Oeverwalhof,32.0,1349 JE,Almere,Oosterwold Zuid,575000.0,€ 6.928,Beschikbaar,"Bungalow, tussenwoning",Bestaande bouw,2021,,Lessenaardak bedekt met overig,,83 m²,,,,36.205 m²,361 m³,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,"Inloopdouche, vloerverwarming, wastafel, en wastafelmeubel",1 woonlaag,"Glasvezelkabel, mechanische ventilatie, schuifpui, en zonnepanelen",A++++,Volledig geïsoleerd,"Gehele vloerverwarming, warmte terugwininstallatie en warmtepomp",,36.205 m²,Mandelig,,Achtertuin,"70 m² (7,00 meter diep en 10,00 meter breed)",Gelegen op het zuidwesten,,Op eigen terrein,3.53,40%,€ 5.670,,,,,,,,,,€ 148 per maand,,,,,,,,,,,,522646.1577255069,True,52353.84227449307,52353.84227449307
https://www.funda.nl/detail/koop/almere/huis-indigohof-24/89781064/,Indigohof,24.0,1339 HS,Almere,Regenboogbuurt Zuid,535000.0,€ 3.302,Beschikbaar,"Eengezinswoning, hoekwoning",Bestaande bouw,1997,,Plat dak bedekt met bitumineuze dakbedekking,,162 m²,,,5 m²,329 m²,545 m³,9 kamers (7 slaapkamers),1 badkamer en 1 apart toilet,"Douche, ligbad, toilet, en wastafel",2 woonlagen,Buitenzonwering en mechanische ventilatie,B,Dakisolatie en muurisolatie,Cv-ketel en gehele vloerverwarming,Cv-ketel,329 m²,Volle eigendom,In woonwijk,Achtertuin en voortuin,,,,Op eigen terrein,1.07,47%,€ 3.634,,Remeha caliente ( combiketel uit 2015),,,,,,,,,,,,,,,,,,,,611464.6782087943,True,-76464.67820879433,76464.67820879433
https://www.funda.nl/detail/koop/almere/huis-pastinaakstraat-14/43367044/,Pastinaakstraat,14.0,1313 GG,Almere,Kruidenwijk Midden-west,350000.0,€ 4.118,Verkocht onder voorbehoud,"Eengezinswoning, tussenwoning",Bestaande bouw,1990,,,,85 m²,,2 m²,7 m²,125 m²,315 m³,3 kamers (2 slaapkamers),,,2 woonlagen,"Glasvezelkabel, mechanische ventilatie, en zonnepanelen",A+,,Stadsverwarming,Stadsverwarming,125 m²,,Aan bosrand,Achtertuin,"7,00 meter diep en 5,00 meter breed",Gelegen op het zuiden bereikbaar via achterom,,Openbaar parkeren,1.345,37%,€ 4.082,,,Vrijstaande houten garage,1 auto,,,,,,,,,,,,,,,,,,375414.38778287836,True,-25414.38778287836,25414.38778287836
https://www.funda.nl/detail/koop/almere/huis-3-laagse-tussenwoning-bouwnr-91/43225002/,3-Laagse tussenwoning (Bouwnr. 91),,1362 LK,Almere,Olympiakwartier Oost (brt),550000.0,€ 4.741,Verkocht onder voorbehoud,"Eengezinswoning, tussenwoning",Nieuwbouw,Na 2020,,Plat dak,,116 m²,,,,91 m²,420 m³,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Douche, toilet, en wastafel",3 woonlagen,Elektra,A+++,Geen isolatie,Stadsverwarming,Stadsverwarming,91 m²,,In woonwijk,Achtertuin,,,Vrijstaande houten berging,Openbaar parkeren,125.0,,,Woningborg Garantiecertificaat,,,,,,,,,,,,,,,,,,,,,557897.5873114609,True,-7897.587311460869,7897.587311460869
https://www.funda.nl/detail/koop/almere/huis-clare-lennartstraat-16/43328846/,Clare Lennartstraat,16.0,1321 CX,Almere,Literatuurwijk Noordoost,515000.0,€ 4.478,Beschikbaar,"Eengezinswoning, hoekwoning",Bestaande bouw,1999,,Plat dak,,115 m²,,,14 m²,288 m²,445 m³,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Inloopdouche, ligbad, toilet, wastafel, en wastafelmeubel",2 woonlagen en een zolder,Elektra,A,HR-glas en volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,288 m²,Volle eigendom,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin","132 m² (11,00 meter diep en 12,00 meter breed)",Gelegen op het noordwesten bereikbaar via achterom,Vrijstaande houten berging,Op eigen terrein en openbaar parkeren,1.52,48%,,Energie Prestatie Advies,,,,,,,,,,,,,,,,,,,,,500185.79962553864,True,14814.200374461361,14814.200374461361
https://www.funda.nl/detail/koop/almere/huis-laura-bassihof-58/43394172/,Laura Bassihof,58.0,1349 BD,Almere,Oosterwold Zuid,550000.0,€ 5.500,Verkocht onder voorbehoud,"Eengezinswoning, hoekwoning",Bestaande bouw,2020,,Plat dak,,100 m²,,,6 m²,254 m²,354 m³,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Douche, toilet, wastafel, en wastafelmeubel",2 woonlagen,Balansventilatie,A++++,Volledig geïsoleerd,Gehele vloerverwarming,,254 m²,Volle eigendom,"Aan rustige weg, in woonwijk, landelijk gelegen en vrij uitzicht","Achtertuin, voortuin en zijtuin","142 m² (16,00 meter diep en 8,87 meter breed)",Gelegen op het zuidoosten bereikbaar via achterom,Vrijstaande houten berging,Op eigen terrein,3.53,40%,€ 5.670,,,,,,,,,,€ 65 per maand,,,,,,,,,,,,580751.4550455554,True,-30751.45504555537,30751.45504555537
https://www.funda.nl/detail/koop/almere/huis-quickstepstraat-66/43397401/,Quickstepstraat,66.0,1326 PT,Almere,Danswijk Noordoost,475000.0,€ 4.241,Beschikbaar,"Eengezinswoning, tussenwoning",Bestaande bouw,1997,Gedeeltelijk gestoffeerd,Zadeldak bedekt met pannen,,112 m²,,,8 m²,151 m²,382 m³,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Douche, dubbele wastafel, toilet, en wastafelmeubel",3 woonlagen,Elektra,A,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,151 m²,Volle eigendom,Aan rustige weg en in woonwijk,Achtertuin en voortuin,"69 m² (12,50 meter diep en 5,50 meter breed)",Gelegen op het noordwesten bereikbaar via achterom,Vrijstaande stenen berging,Openbaar parkeren,2.16,48%,€ 4.216,,,,,,,,,,,,,,,,,,,,,,444762.6072533804,True,30237.39274661959,30237.39274661959
https://www.funda.nl/detail/koop/almere/huis-mitrastraat-2/89766766/,Mitrastraat,2.0,1363 XH,Almere,Homeruskwartier Zuid,650000.0,€ 4.037,Beschikbaar,"Eengezinswoning, hoekwoning",Bestaande bouw,2012,Gedeeltelijk gestoffeerd,Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,,161 m²,,,5 m²,165 m²,565 m³,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,"Dubbele wastafel, inloopdouche, ligbad, toilet, en wastafelmeubel",3 woonlagen,Elektra,A,Geen isolatie,Stadsverwarming en gedeeltelijke vloerverwarming,Stadsverwarming,12 m²,Volle eigendom,Aan rustige weg en in woonwijk,Achtertuin,"69 m² (8,66 meter diep en 5,70 meter breed)",Gelegen op het zuidwesten bereikbaar via achterom,Vrijstaande houten berging,Op eigen terrein en openbaar parkeren,2.42,45%,€ 4.952,,,,,,,,,,,,,,,,,,,,,,639315.1098054564,True,10684.890194543637,10684.890194543637
https://www.funda.nl/detail/koop/almere/huis-hollywoodlaan-48/89734860/,Hollywoodlaan,48.0,1325 HS,Almere,Filmwijk Bouwrai Zuid,445000.0,€ 4.890,Beschikbaar,"Eengezinswoning, tussenwoning",Bestaande bouw,1992,,Plat dak bedekt met bitumineuze dakbedekking,,91 m²,,,5 m²,145 m²,340 m³,3 kamers (2 slaapkamers),1 apart toilet,,2 woonlagen,Elektra,A,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Stadsverwarming,Centrale voorziening,145 m²,Volle eigendom,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras","84 m² (14,00 meter diep en 6,00 meter breed)",Gelegen op het zuiden bereikbaar via achterom,Vrijstaande houten berging,Openbaar parkeren,1.535,30%,€ 4.162,,,,,€ 475.000 kosten koper,,,,,,,,,,,,,,,,,391883.6314161502,True,53116.368583849806,53116.368583849806
https://www.funda.nl/detail/koop/almere/huis-agatha-christiestraat-1/43329628/,Agatha Christiestraat,1.0,1349 NH,Almere,Oosterwold Zuid,681500.0,€ 7.408,Beschikbaar,"Bungalow, vrijstaande woning",Bestaande bouw,Na 2020,,Plat dak,,92 m²,,,4 m²,360 m²,276 m³,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche en wastafel,1 woonlaag,,A++++,Volledig geïsoleerd,,,360 m²,Volle eigendom,"Aan park, in woonwijk en vrij uitzicht",Tuin rondom,,,Vrijstaande houten berging,Op eigen terrein,3.53,40%,€ 5.670,Woningborg Garantiecertificaat,,,,,,,,,€ 70 per maand,,,,,,,,,,,,696886.1784185383,True,-15386.1784185383,15386.1784185383
https://www.funda.nl/detail/koop/almere/huis-prieelvogelweg-2/43306843/,Prieelvogelweg,2.0,1349 CG,Almere,Oosterwold Noord,1095000.0,€ 6.366,Beschikbaar,"Eengezinswoning, vrijstaande woning",Bestaande bouw,,,Zadeldak bedekt met pannen,,172 m²,10 m²,,,1.875 m²,794 m³,8 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,"Inloopdouche, toilet, en wastafel",2 woonlagen en een vliering,Elektra en stromend water,B,,Cv-ketel,Cv-ketel,1.875 m²,Volle eigendom,Open ligging,"Achtertuin, tuin rondom en voortuin","450 m² (30,00 meter diep en 15,00 meter breed)",Gelegen op het noordoosten bereikbaar via achterom,Inpandig,Op eigen terrein,2.605,43%,€ 6.505,,,,,,,,,,,,,,,,1991-2000,,,,,,990336.0950954627,False,104663.90490453725,104663.90490453725
https://www.funda.nl/detail/koop/almere/huis-sleutelbloemstraat-4/89760729/,Sleutelbloemstraat,4.0,1338 TG,Almere,Bloemenbuurt Noord,395000.0,€ 3.726,Onder bod,"Eengezinswoning, tussenwoning",Bestaande bouw,1988,Gestoffeerd,Zadeldak bedekt met pannen,,106 m²,,,6 m²,145 m²,361 m³,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Inloopdouche, ligbad, toilet, wastafel, en wastafelmeubel",3 woonlagen,Elektra,B,Volledig geïsoleerd,Cv-ketel,Cv-ketel,145 m²,Volle eigendom,Aan rustige weg en in woonwijk,Achtertuin en voortuin,"14,00 meter diep en 5,00 meter breed",Gelegen op het zuidoosten bereikbaar via achterom,Vrijstaande stenen berging,Openbaar parkeren,1.265,37%,€ 3.781,,"Remeha Avanta ( combiketel uit 2009, eigendom)",,,,,,,,,,,,,,,,,,,,409325.87145800435,True,-14325.871458004345,14325.871458004345
